elapsed_time,tokens_generated
126.927629,40667
127.005920,40707
127.087999,40747
127.171504,40787
127.266471,40827
127.350667,40867
127.427335,40907
127.510201,40947
127.590663,40987
127.675453,41027
127.757577,41067
127.835033,41107
127.912139,41147
127.992899,41187
128.076095,41227
128.152252,41267
128.230861,41307
128.310317,41347
128.391278,41387
128.471085,41427
128.548194,41467
128.624970,41507
128.707097,41547
128.786155,41587
128.866657,41627
128.941593,41667
129.021290,41707
129.102593,41747
129.182626,41787
129.261225,41827
129.337546,41867
129.417304,41907
129.497194,41947
129.577033,41987
129.652646,42027
129.729203,42067
129.813080,42107
129.895447,42147
129.974048,42187
130.049525,42227
130.126966,42267
130.204628,42307
130.284627,42347
130.361398,42387
130.437092,42427
130.516949,42467
130.599100,42507
130.680756,42547
130.756256,42587
130.834274,42627
130.912168,42667
130.987444,42707
131.063388,42747
131.139358,42787
131.218741,42827
131.297307,42867
131.374554,42907
131.450521,42947
131.530133,42987
131.608559,43027
131.688267,43067
131.764887,43107
131.843166,43147
131.922738,43187
132.000177,43227
132.075059,43267
132.151622,43307
132.231599,43347
132.306131,43387
132.386367,43427
132.462623,43467
132.540896,43507
132.619332,43547
132.697921,43587
132.778281,43627
132.856928,43667
132.938438,43707
133.023512,43747
133.103806,43787
133.179771,43827
133.262320,43867
133.343396,43907
133.424816,43947
133.506806,43987
133.583184,44027
133.660987,44067
133.743613,44107
133.823236,44147
133.901376,44187
133.978943,44227
134.056302,44267
134.134033,44307
134.214010,44347
134.291488,44387
134.371938,44427
134.455207,44467
134.538204,44507
134.617621,44547
134.697012,44587
134.779515,44627
134.859639,44667
134.942181,44707
135.020459,44747
135.101280,44787
135.183493,44827
135.262241,44867
135.342377,44907
135.416549,44947
135.492766,44987
135.570964,45027
135.646784,45067
135.726176,45107
135.806606,45147
135.884782,45187
135.969907,45227
136.049523,45267
136.128553,45307
136.204603,45347
136.287225,45387
136.365655,45427
136.445453,45467
136.524796,45507
136.600877,45547
136.682919,45587
136.763001,45627
136.843008,45667
136.919383,45707
137.001233,45747
137.079866,45787
137.158394,45827
137.236234,45867
137.311651,45907
137.395733,45947
137.476586,45987
137.555636,46027
137.633368,46067
137.710664,46107
137.789394,46147
137.872867,46187
137.951663,46227
138.027437,46267
138.109711,46307
138.194555,46347
138.274615,46387
138.354259,46427
138.430147,46467
138.507819,46507
138.591089,46547
138.670236,46587
138.748113,46627
138.824427,46667
138.908015,46707
138.986629,46747
139.066909,46787
139.145410,46827
139.222368,46867
139.306600,46907
139.385837,46947
139.464855,46987
139.540965,47027
139.621001,47067
139.698736,47107
139.778773,47147
139.855340,47187
139.934295,47227
140.017241,47267
140.097373,47307
140.176802,47347
140.252509,47387
140.332018,47427
140.410511,47467
140.489472,47507
140.565853,47547
140.641836,47587
140.725759,47627
140.805304,47667
140.886868,47707
140.964661,47747
141.041242,47787
141.119557,47827
141.200240,47867
141.281485,47907
141.358882,47947
141.438690,47987
141.518594,48027
141.598276,48067
141.675056,48107
141.757834,48147
141.836425,48187
141.916224,48227
141.995305,48267
142.070906,48307
142.150424,48347
142.229589,48387
142.309912,48427
142.389766,48467
142.468813,48507
142.547510,48547
142.630151,48587
142.710036,48627
142.788768,48667
142.866665,48707
142.950585,48747
143.028234,48787
143.110603,48827
143.186589,48867
143.263152,48907
143.343289,48947
143.424047,48987
143.503717,49027
143.581469,49067
143.660363,49107
143.739793,49147
143.823013,49187
143.903411,49227
143.982999,49267
144.063020,49307
144.144248,49347
144.225610,49387
144.305798,49427
144.385460,49467
144.464230,49507
144.544115,49547
144.623743,49587
144.701972,49627
144.778622,49667
144.862497,49707
144.944237,49747
145.023898,49787
145.099526,49827
145.178457,49867
145.256764,49907
145.339206,49947
145.419987,49987
145.497105,50027
145.577188,50067
145.657308,50107
145.737649,50147
145.813592,50187
145.891265,50227
145.972767,50267
146.054491,50307
146.135178,50347
146.213778,50387
146.295089,50427
146.373756,50467
146.453077,50507
146.530879,50547
146.608039,50587
146.684158,50627
146.764337,50667
146.847738,50707
146.928615,50747
147.007562,50787
147.087852,50827
147.168692,50867
147.244534,50907
147.321245,50947
147.401067,50987
147.481112,51027
147.559549,51067
147.640853,51107
147.717107,51147
147.797402,51187
147.879111,51227
147.954942,51267
148.030925,51307
148.108632,51347
148.188606,51387
148.267468,51427
148.348114,51467
148.426114,51507
148.505822,51547
148.588695,51587
148.665002,51627
148.742968,51667
148.821689,51707
148.901765,51747
148.979670,51787
149.056325,51827
149.132427,51867
149.212122,51907
149.292700,51947
149.368603,51987
149.445030,52027
149.518860,52067
149.599210,52107
149.673138,52147
149.746665,52187
149.823858,52227
149.901392,52267
149.979698,52307
150.056003,52347
150.133789,52387
150.207515,52427
150.284242,52467
150.360421,52507
150.433479,52547
150.513839,52587
150.592966,52627
150.667516,52667
150.745178,52707
150.824023,52747
150.902111,52787
150.977993,52827
151.052450,52867
151.129962,52907
151.210061,52947
151.289156,52987
151.364452,53027
151.443023,53067
151.520259,53107
151.600912,53147
151.678298,53187
151.753720,53227
151.830035,53267
151.909889,53307
151.989042,53347
152.064973,53387
152.143143,53427
152.220607,53467
152.301912,53507
152.381016,53547
152.457480,53587
152.534866,53627
152.613741,53667
152.692469,53707
152.768731,53747
152.847907,53787
152.926643,53827
153.006077,53867
153.082179,53907
153.159328,53947
153.236719,53987
153.316450,54027
153.395007,54067
153.469858,54107
153.549866,54147
153.628923,54187
153.708969,54227
153.784918,54267
153.863168,54307
153.939633,54347
154.020128,54387
154.099480,54427
154.174606,54467
154.254881,54507
154.333186,54547
154.409524,54587
154.486112,54627
154.565550,54667
154.643946,54707
154.723122,54747
154.798292,54787
154.876813,54827
154.957991,54867
155.038564,54907
155.114625,54947
155.191248,54987
155.271424,55027
155.353477,55067
155.435611,55107
155.517137,55147
155.597773,55187
155.676181,55227
155.760219,55267
155.844052,55307
155.920513,55347
155.997489,55387
156.077770,55427
156.156840,55467
156.238743,55507
156.314525,55547
156.391994,55587
156.474095,55627
