request_id,latency,ttft,tpot,total_tokens,timestamp
1,181.61743755219504,1.116659029852599,0.10880800249640343,0,2025-04-16 21:43:31
9,186.26549018826336,5.224488578271121,0.10891390705459866,0,2025-04-16 21:43:35
7,187.4074346292764,4.33076735585928,0.10848907123381826,0,2025-04-16 21:43:37
12,187.73846564767882,6.6451999810524285,0.1090567007273915,0,2025-04-16 21:43:37
3,190.0870445240289,2.1440867921337485,0.10752717888596508,0,2025-04-16 21:43:39
19,190.7748518208973,10.082889444194734,0.10936435950128999,0,2025-04-16 21:43:40
2,191.45869521377608,1.7472431538626552,0.10716651758618183,0,2025-04-16 21:43:41
10,193.59774643508717,5.6759751052595675,0.10767525554872673,0,2025-04-16 21:43:43
13,194.56043947674334,7.1316362409852445,0.1079199742369946,0,2025-04-16 21:43:44
16,196.87399383913726,8.58972493140027,0.10779920953706791,0,2025-04-16 21:43:46
26,197.5117959547788,13.661323077976704,0.10876091804791066,0,2025-04-16 21:43:47
27,198.16524375602603,14.08659713016823,0.10876531389368237,0,2025-04-16 21:43:47
23,198.27677287813276,12.227931973990053,0.10825995939999732,0,2025-04-16 21:43:48
8,199.99273201776668,4.61199946468696,0.1064092694363689,0,2025-04-16 21:43:49
0,203.57429934386164,0.6372866309247911,0.1050088799173357,0,2025-04-16 21:43:53
22,204.47493449226022,11.670846730004996,0.1070783759451287,0,2025-04-16 21:43:54
11,204.67928812513128,6.171175334136933,0.10595876780419372,0,2025-04-16 21:43:54
25,205.80374429328367,13.120532826986164,0.10712180302749517,0,2025-04-16 21:43:55
5,207.72894826205447,3.134128069039434,0.10494348903978025,0,2025-04-16 21:43:57
15,208.35776305710897,8.263429848011583,0.10579838513302198,0,2025-04-16 21:43:58
4,209.43813534313813,2.7176854140125215,0.10461638911744242,0,2025-04-16 21:43:59
17,211.00421070074663,9.142216750886291,0.10562933939419972,0,2025-04-16 21:44:00
14,211.6645148503594,7.632895969320089,0.10526097090972009,0,2025-04-16 21:44:01
34,212.18439894076437,17.57579492777586,0.1070555619841279,0,2025-04-16 21:44:01
6,216.0946118091233,3.619464607909322,0.10386332991400055,0,2025-04-16 21:44:05
32,216.74796812608838,16.570282366126776,0.10602266609439732,0,2025-04-16 21:44:06
21,216.87301928410307,11.08286435296759,0.10499187038240902,0,2025-04-16 21:44:06
29,217.72123539308086,15.108310716226697,0.10562015426268337,0,2025-04-16 21:44:07
35,218.95415915967897,18.07701546093449,0.1059984406660766,0,2025-04-16 21:44:08
18,219.4689598781988,9.689815389923751,0.10441998985306823,0,2025-04-16 21:44:09
20,220.47847246099263,10.869810903910547,0.10438731889627183,0,2025-04-16 21:44:10
37,222.1963896160014,19.02505828300491,0.10557490381750106,0,2025-04-16 21:44:11
39,222.29449561191723,20.07330347923562,0.10602827788346249,0,2025-04-16 21:44:12
31,223.40488223917782,16.23230477888137,0.10493981573594943,0,2025-04-16 21:44:13
30,225.37321931216866,15.597714092116803,0.10445208357142471,0,2025-04-16 21:44:15
28,225.7009637290612,14.61814975598827,0.10414757856431053,0,2025-04-16 21:44:15
24,226.88970453618094,12.63633632613346,0.10324984389844791,0,2025-04-16 21:44:16
36,228.02162693580613,18.81290184194222,0.10371251354394663,0,2025-04-16 21:44:17
38,229.5877272519283,19.55871103517711,0.10337816658152171,0,2025-04-16 21:44:19
33,230.45414411230013,17.071675016079098,0.1025364575190079,0,2025-04-16 21:44:20
