request_id,latency,ttft,tpot,total_tokens,timestamp
1,96.71530302101746,1.3606197680346668,0.40837294936342083,0,2025-04-16 21:27:03
2,98.44627719791606,1.9759844210930169,0.38791391173263595,0,2025-04-16 21:27:05
3,98.4446018668823,2.4577558441087604,0.39071425162871515,0,2025-04-16 21:27:05
7,98.92264673579484,4.337681251112372,0.39803695380807114,0,2025-04-16 21:27:05
9,99.25410811696202,5.409643606748432,0.39997699311067597,0,2025-04-16 21:27:06
0,99.35764928394929,0.9189879419282079,0.36608397161131195,0,2025-04-16 21:27:06
12,100.06441538361832,6.8904819786548615,0.3970395079551837,0,2025-04-16 21:27:06
10,100.31613385584205,5.843662432860583,0.385975244147819,0,2025-04-16 21:27:07
8,100.89116740878671,5.0704077295959,0.3730187198890763,0,2025-04-16 21:27:07
4,101.06357222190127,2.8910439959727228,0.35695938151535955,0,2025-04-16 21:27:07
13,101.04037645692006,7.324974931776524,0.3843956634964949,0,2025-04-16 21:27:07
5,101.14354780409485,3.3856288040988147,0.35939942714375955,0,2025-04-16 21:27:07
19,101.82802378293127,10.441311410162598,0.3926145118116259,0,2025-04-16 21:27:08
11,102.09420789498836,6.547865994274616,0.36469462004403563,0,2025-04-16 21:27:08
16,102.0804538698867,8.978255286812782,0.3786471490324898,0,2025-04-16 21:27:08
6,102.4301314521581,3.9178043133579195,0.34668107127404907,0,2025-04-16 21:27:09
23,103.26642775302753,12.330254005268216,0.37582556413243984,0,2025-04-16 21:27:10
15,103.37735801516101,8.460930948145688,0.3594214972162333,0,2025-04-16 21:27:10
14,103.53720020037144,7.8597994861193,0.35418859603674735,0,2025-04-16 21:27:10
17,103.92857533926144,9.361607200000435,0.35397199572846577,0,2025-04-16 21:27:10
22,103.91469339188188,11.986783822998405,0.36468123990268775,0,2025-04-16 21:27:10
26,103.90400336682796,13.782004025764763,0.378735366747038,0,2025-04-16 21:27:10
27,104.3738514422439,14.508193623274565,0.3760217320233425,0,2025-04-16 21:27:11
25,104.77077751792967,13.354265389032662,0.36258583752656237,0,2025-04-16 21:27:11
18,105.18201717501506,9.857000816147774,0.34127173932099886,0,2025-04-16 21:27:11
21,105.41003105789423,11.588841002900153,0.34325975267957465,0,2025-04-16 21:27:12
20,105.72332385880873,11.063401182182133,0.33883388100361284,0,2025-04-16 21:27:12
29,106.9402497978881,15.370546574238688,0.34244828184308773,0,2025-04-16 21:27:13
24,107.26165746990591,12.864165090024471,0.32713066474009883,0,2025-04-16 21:27:14
34,107.31336880102754,17.915854139253497,0.3501121561317538,0,2025-04-16 21:27:14
41,107.29544916097075,21.301772550214082,0.3640340913432361,0,2025-04-16 21:27:14
32,107.47373913507909,16.826368855312467,0.3428209301764862,0,2025-04-16 21:27:14
28,107.79287133971229,14.914776226971298,0.3298732537107159,0,2025-04-16 21:27:14
31,108.01301892194897,16.33023039577529,0.3327369087829334,0,2025-04-16 21:27:14
30,108.09379186108708,15.881831211037934,0.32983111061155795,0,2025-04-16 21:27:14
35,108.15414414880797,18.565947176888585,0.33871606685257016,0,2025-04-16 21:27:14
44,108.20568371517584,22.830269562080503,0.3582475983485993,0,2025-04-16 21:27:15
42,108.3623670800589,21.803307753056288,0.35131729079010193,0,2025-04-16 21:27:15
37,108.75632031913847,19.365239094942808,0.3328174755266501,0,2025-04-16 21:27:15
46,108.80971704004332,23.775747674982995,0.3552478896969176,0,2025-04-16 21:27:15
43,108.97031644685194,22.473492993041873,0.34534134886916573,0,2025-04-16 21:27:15
39,109.05408729193732,20.326753791887313,0.3328045378119208,0,2025-04-16 21:27:15
45,109.0388493090868,23.284059390891343,0.34796146943988204,0,2025-04-16 21:27:15
36,109.50268983189017,18.971262380946428,0.3224883036606986,0,2025-04-16 21:27:16
33,109.58704677596688,17.379307955969125,0.31933449577002354,0,2025-04-16 21:27:16
40,109.8694764575921,20.852261860854924,0.3252120320062018,0,2025-04-16 21:27:16
47,109.85210823314264,24.28742280136794,0.342903459311596,0,2025-04-16 21:27:16
38,110.02255779597908,19.879842263180763,0.31875102416605505,0,2025-04-16 21:27:16
51,110.58261689404026,26.393169971182942,0.34284453162019185,0,2025-04-16 21:27:17
49,110.73763855500147,25.304271616972983,0.3354990293923765,0,2025-04-16 21:27:17
52,110.95230063516647,26.76912181545049,0.33859307189723936,0,2025-04-16 21:27:17
50,111.03062389791012,25.850865808781236,0.3344738852120936,0,2025-04-16 21:27:17
56,111.54717892082408,28.95024568075314,0.33899561299018904,0,2025-04-16 21:27:18
48,111.64154016086832,24.838424135930836,0.3216872482806585,0,2025-04-16 21:27:18
58,111.76287065027282,29.79189744917676,0.33776255532660904,0,2025-04-16 21:27:18
59,112.971261292696,30.396138997748494,0.3226651188238446,0,2025-04-16 21:27:19
54,113.13822804158553,27.830180001910776,0.31479845247301447,0,2025-04-16 21:27:20
55,113.21028004400432,28.307008339092135,0.31563990369834233,0,2025-04-16 21:27:20
53,114.10303085390478,27.318702671211213,0.3021816949802616,0,2025-04-16 21:27:20
57,114.09351026266813,29.362592574674636,0.3068313023979291,0,2025-04-16 21:27:20
