request_id,e2e_latency_seconds,ttft_seconds,tpot_seconds
33,119.77573341410607,83.5912544419989,0.058550936848069855
22,72.29088285705075,51.17179084289819,0.06034026289757873
28,104.70950825838372,71.58226594142616,0.058632287286650556
20,71.61981681920588,37.09063803916797,0.0631246412797768
43,140.109543282073,121.2963951639831,0.0573571588966155
44,138.15374590968713,124.56595347868279,0.05685268799583408
39,130.99778583273292,104.74625475797802,0.058336735721677545
0,268.7259839740582,2.6782712591812015,0.23381557379628629
54,270.54228415712714,238.417726513464,0.06692616175763154
23,72.8589623561129,56.72880016406998,0.059520893697575336
7,255.49253384582698,13.216165275778621,0.3610185186489803
59,263.46973631111905,231.67000229097903,0.08688451918071044
21,68.8634055131115,38.90946377394721,0.059788306864599385
47,250.53120625810698,133.17463593138382,0.6314284448126722
49,257.0702413399704,137.16450309101492,0.5737473397964606
10,259.32161237392575,16.914245791267604,0.2937939080353639
18,71.54177492205054,36.92982367705554,0.06316049497261861
9,254.26286709168926,14.93097679503262,0.387092826824176
11,266.61293108202517,18.306695061270148,0.22265798570654596
45,246.38427417678759,130.39986484497786,0.6662938863558114
4,271.63824778515846,8.209792430978268,0.20981302920922723
57,272.29637846769765,233.67002232093364,0.07514855281471597
16,56.67849942203611,36.76416387874633,0.06660312890732369
58,257.9904768569395,233.15605043480173,0.09030700517141006
1,253.20043369196355,4.172093801666051,0.4355129161227306
52,257.83528549131006,140.1488309451379,0.6422912046330803
41,121.21998643223196,108.15471904538572,0.058067855052649976
36,133.1462615081109,100.75540629122406,0.05815234329782199
34,108.11019381601363,86.63086491497234,0.058686690986451635
5,270.2420501159504,9.927647402044386,0.21455275200960996
15,64.59710257779807,36.632090359926224,0.06413993627952258
3,258.4687180817127,6.822455787565559,0.32264162158358384
14,67.19789315899834,36.55778446281329,0.0637008496802184
38,137.61192065896466,104.45157585293055,0.05807415902983208
53,277.4881899068132,240.38737908611074,0.06162925385498748
8,264.1644469657913,14.522655529901385,0.24698125982366792
6,275.6029029628262,10.9581642691046,0.18820587561234958
42,137.11014613928273,119.81527464697137,0.05726778639838198
48,263.3342759911902,136.5236153989099,0.4496468158562065
32,107.35464249877259,81.92782170278952,0.0587224498752496
30,104.39399949973449,72.34726973390207,0.05847943387925625
24,100.71583760995418,64.64760721987113,0.059031473633523804
12,254.54784918390214,18.679607432801276,0.37291898512187494
55,269.55156357958913,237.5132494806312,0.06904809073051277
29,98.67867650976405,71.66192086366937,0.05860467602189735
35,124.5340721057728,98.73900072509423,0.058758704739586706
19,51.10144230630249,37.003242196980864,0.06777980821789242
27,83.5258444705978,68.92327009886503,0.059360058421677936
26,81.86786390701309,67.22894455492496,0.05975069123301275
51,254.30742461094633,138.2008826220408,0.6892040472430319
2,259.82546248845756,5.429434990044683,0.3091926318881658
25,86.58490889100358,65.84932240005583,0.059585018652148714
46,243.69352365098894,131.04259417997673,0.8027373384366403
40,136.48110803589225,107.40230348799378,0.05769604076963982
50,257.7304286272265,137.63600711338222,0.5710941644965288
13,259.594987927936,21.099347497802228,0.2883810606461876
31,102.99637388437986,72.90749188419431,0.0584250135925933
17,65.8075892929919,36.84623362496495,0.06365133113852078
56,258.2865115189925,236.0314571261406,0.08005415249227298
37,130.35740481084213,103.04924739012495,0.058350763719481155
