request_id,e2e_latency_seconds,ttft_seconds,tpot_seconds
58,106.84953354019672,98.70292589999735,0.06845888773276776
40,56.938771806657314,37.543345051817596,0.11146796985540068
25,108.14262837311253,15.249838004820049,0.43688083348022394
42,48.2444351776503,45.79656481882557,0.15299189742654562
47,115.55030162679031,54.04891346488148,0.34530868906878864
59,109.34757989877835,99.99128672573715,0.057754896129883916
6,46.88659507082775,4.8000240861438215,0.2125584393165855
3,105.14559053210542,2.8325000652112067,0.3532533687384914
33,112.91900622984394,19.773648902773857,0.3058130761304376
23,115.49093957664445,15.037209332920611,0.2688765816353992
26,120.04290925897658,15.54002919793129,0.22361054886952814
56,120.03054113406688,97.75496600707993,0.06204895578547897
0,123.99611936230212,0.9427250670269132,0.2214145920472523
27,127.78792615327984,15.733909567352384,0.17776425201516372
49,100.89362907595932,55.00461227679625,1.9672849367749183
8,53.784696341026574,5.7073821309022605,0.18211103867471332
53,101.38116144342348,95.3756119091995,0.20018498447413247
12,106.74643062800169,9.650930772069842,0.47571339061854023
22,104.43362402915955,14.678371727932245,0.6448945823033247
14,105.39393887715414,10.508595059160143,0.552154424137992
50,114.16914872126654,56.08997992333025,0.3861627461892032
31,117.17147900769487,17.737691511865705,0.24914863151840957
5,56.583170116879046,3.6981071811169386,0.1862150103371905
57,105.22074639191851,98.04266020888463,0.07888006794542729
32,121.43040830316022,18.164902558084577,0.21104531932885645
37,45.084558515809476,26.37178686913103,0.10632256617430937
44,136.31472592428327,47.34130635904148,0.17697823314146957
13,140.04972710832953,10.261375426314771,0.14388617887113667
46,127.11622192710638,53.52328052185476,0.22674776995378845
43,53.306928486097604,46.54061430087313,0.10098976395857423
20,134.93116949498653,12.981069876812398,0.15514087761572726
55,125.10596888605505,97.44269488798454,0.060932321581653105
4,31.381609403993934,2.9643683820031583,0.4658564101965701
24,104.2534254649654,15.15027745673433,0.675454429736627
35,129.31707460526377,25.873885359149426,0.156355193690525
2,97.6533188871108,2.480653048027307,0.4224308629913832
1,37.207405264955014,1.327698262874037,0.3119974521920085
45,117.65160742681473,48.45433952799067,0.2824019945476477
52,107.03553076088428,57.80714976694435,0.7148646930677455
30,101.47236079955474,17.621886093635112,1.3128901821747423
9,46.13358457898721,7.328332860954106,0.2010634804043166
51,120.60382771259174,56.61360153276473,0.28790932755267323
54,136.38503386778757,95.88682227488607,0.061083275404074655
17,137.02505110623315,12.070718489121646,0.15000661412774574
21,102.39641685504466,13.897199802100658,0.890263626581836
38,58.2901608790271,27.2688655317761,0.13256963823611537
19,104.33645379403606,12.628678319975734,0.6508833470474105
36,116.44865326071158,25.870312395039946,0.23642407584284109
28,121.89214989962056,17.045717351604253,0.20779110060455344
18,106.7214215490967,12.470282631926239,0.48470416213059503
29,110.30612106528133,17.40159327443689,0.36618450740078357
10,54.978229275904596,8.219385116826743,0.17318090429288094
39,53.79529307363555,32.03024113178253,0.10669143108751479
16,116.80395810166374,10.829089398030192,0.2575682795311589
11,121.78997638775036,9.44106458267197,0.22156229978206782
7,39.65432099299505,5.0136715290136635,0.2565974034368992
15,115.63451225683093,10.608849466778338,0.2715142099361401
41,106.11276004696265,40.02830569585785,0.40681891540226794
48,55.54808638105169,54.30629180977121,0.09552265932926765
34,89.75033023487777,20.189818515907973,12.834083910100162
