elapsed_time,tokens_generated
0.328241,0
0.329913,0
0.331442,0
0.333044,0
0.334573,0
0.336026,0
0.337607,0
0.339067,0
0.340487,0
0.342009,0
0.343430,0
0.344814,0
0.346364,0
0.347819,0
0.349200,0
0.350814,0
0.352265,0
0.353634,0
0.355182,0
0.356635,0
0.358027,0
0.359606,0
0.361088,0
0.362506,0
0.364062,0
0.365483,0
0.366875,0
0.368415,0
0.369869,0
0.371277,0
0.372942,0
0.374398,0
0.375825,0
0.377365,0
0.378859,0
0.380310,0
0.381885,0
0.383373,0
0.384810,0
0.386372,0
0.387842,0
0.389254,0
0.390806,0
0.392269,0
0.393685,0
0.395263,0
0.396736,0
0.398120,0
0.399643,0
0.401066,0
0.402433,0
0.403975,0
0.405429,0
0.406876,0
0.408398,0
0.409849,0
0.411245,0
0.413908,0
0.415419,0
0.416862,0
0.418382,0
0.419870,0
0.421277,0
0.422824,0
0.424325,0
0.425769,0
0.427280,0
0.428772,0
0.430252,0
0.431790,0
0.433277,0
0.434682,0
0.436237,0
0.437732,0
0.439180,0
0.440721,0
0.442185,0
0.443593,0
0.445121,0
0.446604,0
0.447995,0
0.449531,0
0.451021,0
0.452444,0
0.453999,0
0.455561,0
0.457045,0
0.458658,0
0.460192,0
0.461691,0
0.463289,0
0.464813,0
0.466335,0
0.467920,0
0.469446,0
0.470929,0
0.472564,0
0.474105,0
0.475595,0
0.477223,0
0.478825,0
0.480263,0
0.481827,0
0.483379,0
0.484877,0
0.486436,0
0.488002,0
0.490558,0
0.492291,0
0.493842,0
0.495268,0
0.496784,0
0.498251,0
0.499692,0
0.501228,0
0.962620,1
1.050576,2
1.526827,4
1.885960,7
1.958597,10
1.994873,13
2.030711,16
2.601029,20
2.983833,25
3.050503,30
3.457491,36
3.494943,42
3.548672,48
3.949978,55
4.017403,62
4.358905,70
4.397940,78
4.452989,86
4.496384,94
4.552387,102
4.923853,111
4.988513,120
5.051535,129
5.389389,139
5.461224,149
5.529666,159
5.967853,170
6.036952,181
6.559749,193
6.900136,206
6.972985,219
7.024012,232
7.385308,246
7.424362,260
7.466585,274
7.507013,288
8.019685,303
8.434835,319
8.473825,335
8.525895,351
8.886755,368
8.928735,385
8.977696,402
9.019196,419
9.398312,437
9.443522,455
9.485074,473
9.528846,491
9.971583,510
10.024066,529
10.462180,549
10.503920,569
10.894309,590
10.934656,611
10.986260,632
11.041971,653
11.426360,675
11.473339,697
11.517465,719
11.879245,742
11.939385,765
11.980524,788
12.019957,811
12.369603,835
12.436976,859
12.497015,883
12.543267,907
13.103166,932
13.470324,958
13.513233,984
13.858847,1011
13.901237,1038
13.950751,1065
13.992951,1092
14.036353,1119
14.481786,1147
14.541185,1175
14.950919,1204
14.996061,1233
15.050793,1262
15.453970,1292
15.502059,1322
15.906799,1353
15.954608,1384
16.007571,1415
16.496865,1447
16.561590,1479
17.098326,1512
17.508784,1546
17.882427,1581
17.929815,1616
17.978530,1651
18.024995,1686
18.489073,1722
18.560450,1758
18.970435,1795
19.018101,1832
19.414495,1870
19.468561,1908
19.542835,1946
19.955253,1985
20.031929,2024
20.466902,2064
20.516384,2104
21.017337,2145
21.372838,2187
21.449983,2229
21.503844,2271
21.879527,2314
21.955067,2357
22.017372,2400
22.423817,2444
22.498495,2488
22.577587,2532
23.029477,2577
23.629781,2623
23.984097,2670
24.038525,2717
24.415412,2765
24.470148,2813
24.542445,2861
25.075112,2910
25.452775,2960
25.537037,3010
25.919054,3061
25.975819,3112
26.051634,3163
26.430590,3215
26.500181,3267
26.581832,3319
27.062632,3372
27.676702,3426
28.078847,3481
28.481657,3537
28.542074,3593
28.989196,3650
29.051262,3707
29.465824,3765
29.527788,3823
29.909019,3882
29.970792,3941
30.047104,4000
30.464006,4060
30.540074,4120
30.981744,4181
31.044240,4242
31.645182,4304
32.050680,4367
32.493537,4431
32.556402,4495
33.000378,4560
33.068351,4625
33.487125,4691
33.555857,4757
