request_id,latency,ttft,tpot,total_tokens,timestamp
1,256.99577579507604,1.907381635159254,0.15811526224848374,0,2025-04-16 21:56:27
9,260.15688996296376,5.133565237745643,0.15781038239560738,0,2025-04-16 21:56:30
12,261.05199588183314,7.024367542006075,0.15743531141762246,0,2025-04-16 21:56:31
7,261.6037604990415,4.50490531604737,0.1567243056726431,0,2025-04-16 21:56:32
19,262.94457481987774,10.065905025228858,0.1575717495767119,0,2025-04-16 21:56:33
3,265.61989700375125,2.1509988447651267,0.1549900475056385,0,2025-04-16 21:56:36
2,267.6103660510853,2.0319526540115476,0.15424386302437815,0,2025-04-16 21:56:38
13,268.52069459296763,7.153422317933291,0.15485016092006312,0,2025-04-16 21:56:39
10,268.81986037734896,6.776435845065862,0.15448069306020662,0,2025-04-16 21:56:39
26,269.44367359997705,14.321789182722569,0.1554680026984222,0,2025-04-16 21:56:39
27,269.8332490939647,14.440055407583714,0.15544536631975606,0,2025-04-16 21:56:40
23,270.6918651126325,12.175095975864679,0.1548838065555875,0,2025-04-16 21:56:41
16,271.0886945873499,9.36891626007855,0.15422342003746642,0,2025-04-16 21:56:41
41,274.94679458998144,21.892350294161588,0.1560971780174285,0,2025-04-16 21:56:45
8,276.07181246811524,4.632556525059044,0.15201518520187537,0,2025-04-16 21:56:46
44,277.3773918459192,22.536835289094597,0.15579422343215546,0,2025-04-16 21:56:47
22,278.39026569668204,12.042282626964152,0.15226553078009722,0,2025-04-16 21:56:48
46,279.3610242418945,24.364686468150467,0.15504088884940453,0,2025-04-16 21:56:49
25,279.7215345897712,14.204993952065706,0.15199470546214452,0,2025-04-16 21:56:50
11,281.34984116023406,6.908560532145202,0.1506592191362728,0,2025-04-16 21:56:51
0,282.8733165441081,1.7769364481791854,0.14947255159376946,0,2025-04-16 21:56:53
42,282.9634379670024,22.022265466861427,0.15346374510698454,0,2025-04-16 21:56:53
67,283.09935652604327,35.03359629493207,0.15385448681844616,0,2025-04-16 21:56:53
15,284.81333880405873,9.250282609835267,0.14988561829255112,0,2025-04-16 21:56:55
45,284.84963164897636,24.22941479505971,0.15313418098571768,0,2025-04-16 21:56:55
56,285.4935254207812,29.744263438973576,0.15281286349250495,0,2025-04-16 21:56:56
58,285.48946989374235,29.97709319088608,0.1530077426789136,0,2025-04-16 21:56:56
34,285.66239316621795,17.539124037139118,0.15184223428630123,0,2025-04-16 21:56:56
43,285.8766044373624,22.147560547105968,0.15269017292562198,0,2025-04-16 21:56:56
51,286.24623616132885,27.130124559160322,0.1532204561054524,0,2025-04-16 21:56:56
5,286.5809918306768,4.25649447273463,0.1488505251668481,0,2025-04-16 21:56:57
17,287.21913920529187,9.502504037227482,0.14947930381513028,0,2025-04-16 21:56:57
47,287.2552195880562,24.538897465914488,0.15263547534668087,0,2025-04-16 21:56:57
4,288.4987190486863,2.6862548110075295,0.14860545584325768,0,2025-04-16 21:56:58
14,288.77120110811666,7.6135098352096975,0.1491318725480859,0,2025-04-16 21:56:59
52,288.96742316009477,27.507130328100175,0.15237537003230117,0,2025-04-16 21:56:59
