request_id,e2e_latency_seconds,ttft_seconds,tpot_seconds
50,91.75771602941677,29.99059900501743,0.18750882655671702
18,119.53687248332426,10.308057637419552,0.12629895476249586
21,79.39157791528851,11.788909264374524,0.5102936598449582
53,102.13251045206562,30.51798797911033,0.16494137559677094
32,83.41524418164045,16.519115305971354,0.4418124062039198
14,105.16728841420263,7.764429786242545,0.14932380580964189
45,79.65884564490989,29.237621371634305,0.23329124907668986
29,115.29161128588021,15.154112596064806,0.13251825965320072
7,111.88832703977823,4.275154833681881,0.13517824235747233
5,84.52173075592145,3.159031292889267,0.24745106342145137
35,95.54957632068545,18.233742143027484,0.20353771151106054
8,111.88406025478616,4.745983473956585,0.13573077614031112
6,123.51394140301272,4.084143837913871,0.12189723351020826
16,98.01288906019181,8.784916716162115,0.16976398323353797
0,73.03980538994074,0.8307016137987375,0.30621792281377375
44,39.57834490342066,29.092071634251624,0.08666341544767796
38,82.20134246489033,19.921300251036882,0.7754839548761857
24,15.755503787659109,12.490744865033776,0.12091699713427159
56,37.03651858121157,31.018816045019776,0.07918029652883936
49,45.19841798627749,29.89015988400206,0.08014794817945252
9,78.99585558054969,5.426018554717302,0.3739515015586221
20,100.1629955037497,10.706243872642517,0.16250716792942232
15,8.925638966728002,8.622430815827101,0.10106938363363345
39,85.93857807666063,20.2121061286889,0.4029266616809323
47,34.43878111010417,29.498448932077736,0.09686925839267525
31,88.94351880811155,16.03104222100228,0.26027172259492437
41,59.07529975939542,28.51389134209603,0.0789700475899209
48,47.428712985944,29.60803270107135,0.08027333461654347
11,95.65713470615447,6.237246532924473,0.17795288309782703
40,121.55292975809425,28.279368305113167,0.1413465752385975
17,14.48659923300147,9.143133386038244,0.1571607602048008
52,30.878569485154003,30.399313827045262,0.15975188603624701
19,115.26422082725912,10.53531602723524,0.13163240217603744
42,42.67490094574168,28.708626026753336,0.08516021292066066
28,79.40576392319053,14.55907479999587,0.6733841367852713
30,94.9171597333625,15.73010582011193,0.19556012726303584
2,83.61864046985283,1.9943780042231083,0.24867215890644326
13,125.63004348101094,7.2626747959293425,0.12047526313679871
26,110.02852373244241,13.694862343370914,0.1394304536446826
54,31.312220410909504,30.74475777288899,0.18915421267350516
12,86.53491864912212,7.045311124064028,0.24666102621661617
58,102.77307199779898,31.424156039953232,0.16414077179663453
1,1.3971869819797575,1.1942096683196723,0.06765910455336173
3,111.90530890971422,2.3563059070147574,0.1339798657039103
46,43.496839655097574,29.35133573692292,0.0827222451355243
51,85.6847426793538,30.250337184406817,0.20802308810363643
34,89.94171857787296,17.495070436038077,0.26196681819803846
27,15.74291156604886,14.133404057007283,0.10730050060277184
4,85.89208822976798,2.6391200409270823,0.22845684111096143
59,105.70690740505233,34.55740029923618,0.16430273477499155
55,84.58816927671432,30.866250379942358,0.21360518985208782
57,38.9953601481393,31.299514513928443,0.07619649142783025
25,17.334513746667653,13.47553177876398,0.10719394355287983
36,113.21942898025736,18.5990236941725,0.1389804118933777
37,20.22034635487944,19.645026727113873,0.28765981388278306
23,112.39525608438998,12.290538826026022,0.13515598332424733
22,12.294239819981158,12.1288844589144,0.16535536106675863
33,114.6957234707661,17.217087546829134,0.13522022144587817
10,84.2107513458468,5.6808315040543675,0.2681302080701488
43,50.89993279473856,28.831235015764832,0.0805426926239917
